Data - RAIL3;Fechamento - RAIL3;Data - RAILJ182;Fechamento;Data - RAILI182;Fechamento - RAILI182;Data - RAILJ185;Fechamento - RAILJ185;Data - RAILI187;Fechamento - RAILI187;Data - RAILJ187;Fechamento - RAILJ187;Data - RAILI190;Fechamento - RAILI190;Data - RAILJ190;Fechamento - RAILJ190;Data - RAILI192;Fechamento - RAILI192 ;Data - RAILJ192;Fechamento - RAILJ192;Data - RAILJ195;Fechamento - RAILJ195;Data - RAILI197;Fechamento - RAILI197;Data - RAILJ197;Fechamento - RAILJ197;Data - RAILI200;Fechamento - RAILI200;Data - RAILJ200;Fechamento - RAILJ200
14/04/2009;37,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2009;39,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2009;38,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2009;38,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2009;37,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/04/2009;38,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2009;37,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/2009;37,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2009;35,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2009;33,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/2009;33,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2009;33,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2009;34,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2009;33,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2009;32,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/2009;34,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2009;32,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2009;31,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2009;33,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2009;32,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/03/2009;30,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2009;30,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2009;30,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2009;29,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/03/2009;31,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/03/2009;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/03/2009;26,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/03/2009;26,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2009;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2009;27,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2009;26,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2009;27,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2009;27,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2009;27,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2009;27,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2009;27,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2009;27,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/02/2009;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/02/2009;29,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2009;29,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/02/2009;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2009;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2009;30,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/02/2009;31,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2009;31,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/02/2009;29,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2009;28,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2009;29,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/02/2009;29,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2009;29,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/01/2009;29,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2009;30,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2009;30,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/01/2009;29,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2009;27,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2009;26,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2009;27,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2009;27,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2009;28,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2009;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/01/2009;28,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2009;27,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2009;30,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/01/2009;30,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2009;32,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2009;33,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2009;33,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2009;33,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2009;33,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2009;34,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/12/2008;33,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/12/2008;31,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/12/2008;31,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/12/2008;31,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/12/2008;32,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/12/2008;32,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/12/2008;31,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/12/2008;33,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/12/2008;34,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/12/2008;30,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/12/2008;31,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/12/2008;33,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/12/2008;36,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/12/2008;35,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/12/2008;37,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/12/2008;34,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/12/2008;33,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/12/2008;35,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/12/2008;34,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/12/2008;35,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/11/2008;38,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/11/2008;36,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/11/2008;39,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/11/2008;34,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/11/2008;33,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/11/2008;28,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/11/2008;31,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/11/2008;32,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/11/2008;34,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/11/2008;33,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/11/2008;34,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/11/2008;30,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/11/2008;31,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/11/2008;30,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/11/2008;30,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/11/2008;30,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/11/2008;31,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/11/2008;34,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/11/2008;33,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2008;33,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/10/2008;35,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/10/2008;32,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/10/2008;27,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/10/2008;21,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/10/2008;26,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/10/2008;30,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/10/2008;33,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/10/2008;41,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/10/2008;46,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/10/2008;43,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/10/2008;44,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/10/2008;43,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/10/2008;46,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/10/2008;42,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/10/2008;36,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/10/2008;36,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/10/2008;33,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/10/2008;31,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/10/2008;33,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/10/2008;35,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/10/2008;34,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/10/2008;37,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2008;43,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/09/2008;44,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/09/2008;52,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/09/2008;55,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/09/2008;52,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/09/2008;53,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/09/2008;56,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/2008;58,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/09/2008;50,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/09/2008;51,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/09/2008;53,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/09/2008;54,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/09/2008;58,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/09/2008;57,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/09/2008;56,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/09/2008;55,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/09/2008;56,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2008;58,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/09/2008;59,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/09/2008;61,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/09/2008;63,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/09/2008;62,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/2008;63,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/08/2008;65,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/08/2008;64,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/08/2008;63,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/08/2008;62,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/08/2008;64,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/08/2008;63,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/08/2008;63,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/08/2008;62,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/08/2008;63,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/2008;63,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/08/2008;61,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/08/2008;62,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/08/2008;62,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/08/2008;63,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2008;67,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/08/2008;69,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/08/2008;68,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/08/2008;67,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/08/2008;64,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2008;66,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2008;70,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/07/2008;69,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2008;67,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/07/2008;64,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2008;66,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2008;66,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/07/2008;68,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2008;67,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/07/2008;68,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2008;69,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2008;70,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/07/2008;73,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2008;72,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/07/2008;70,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2008;69,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2008;69,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2008;70,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/07/2008;65,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2008;62,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2008;61,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/07/2008;64,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2008;68,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2008;69,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2008;68,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2008;68,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2008;71,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2008;68,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/06/2008;70,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2008;72,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2008;75,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2008;77,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2008;77,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/06/2008;77,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2008;78,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2008;75,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2008;70,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2008;73,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2008;75,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2008;78,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2008;81,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/2008;77,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2008;75,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/06/2008;76,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/2008;81,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2008;79,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/05/2008;78,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2008;75,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2008;74,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2008;77,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2008;77,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2008;77,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2008;78,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2008;78,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2008;80,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2008;80,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2008;80,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2008;78,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2008;77,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2008;78,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2008;75,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2008;76,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/2008;77,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/05/2008;76,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2008;72,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2008;67,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/04/2008;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2008;68,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2008;67,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2008;65,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2008;63,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2008;62,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2008;61,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/2008;63,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2008;62,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/2008;62,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2008;63,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2008;65,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2008;66,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2008;66,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2008;65,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2008;63,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2008;62,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/2008;61,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2008;60,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2008;59,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/2008;60,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2008;60,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2008;60,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2008;60,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2008;61,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2008;60,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2008;63,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2008;66,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2008;63,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/03/2008;63,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2008;62,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2008;61,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2008;58,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/03/2008;56,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/03/2008;59,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/03/2008;61,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/03/2008;63,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2008;63,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2008;65,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/02/2008;63,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2008;66,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2008;68,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2008;70,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2008;72,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/02/2008;74,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2008;73,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2008;71,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2008;69,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2008;69,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/02/2008;68,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2008;68,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2008;71,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/02/2008;69,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2008;65,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/02/2008;65,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2008;64,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2008;64,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/2008;64,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2008;63,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2008;63,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/01/2008;65,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2008;63,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2008;63,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2008;61,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2008;66,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2008;64,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2008;66,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2008;64,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2008;64,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/01/2008;67,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2008;70,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2008;72,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2008;74,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2008;75,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2008;76,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2008;75,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2008;75,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2008;76,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2008;77,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/12/2007;76,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/12/2007;74,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/12/2007;72,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/12/2007;72,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/12/2007;71,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/12/2007;74,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/12/2007;72,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/12/2007;67,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/12/2007;70,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/12/2007;71,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/12/2007;74,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/12/2007;76,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/12/2007;77,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/12/2007;79,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/12/2007;80,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/12/2007;80,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/12/2007;78,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/12/2007;76,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2007;78,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/11/2007;75,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/11/2007;72,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/11/2007;71,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/11/2007;72,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/11/2007;73,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/11/2007;76,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/11/2007;75,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/11/2007;74,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/11/2007;79,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/11/2007;81,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/11/2007;78,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/11/2007;76,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
