Data - RAIL3;Fechamento - RAIL3;Data - RAILJ182;Fechamento;Data - RAILI182;Fechamento - RAILI182;Data - RAILJ185;Fechamento - RAILJ185;Data - RAILI187;Fechamento - RAILI187;Data - RAILJ187;Fechamento - RAILJ187;Data - RAILI190;Fechamento - RAILI190;Data - RAILJ190;Fechamento - RAILJ190;Data - RAILI192;Fechamento - RAILI192 ;Data - RAILJ192;Fechamento - RAILJ192;Data - RAILJ195;Fechamento - RAILJ195;Data - RAILI197;Fechamento - RAILI197;Data - RAILJ197;Fechamento - RAILJ197;Data - RAILI200;Fechamento - RAILI200;Data - RAILJ200;Fechamento - RAILJ200
03/07/2015;13,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/07/2015;13,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2015;12,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2015;12,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2015;12,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2015;12,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2015;12,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2015;13,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/06/2015;12,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/06/2015;12,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2015;12,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2015;12,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2015;12,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/06/2015;12,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2015;12,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2015;12,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2015;12,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2015;12,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2015;12,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/06/2015;13,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2015;13,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2015;13,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/06/2015;14,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2015;13,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2015;12,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/05/2015;13,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2015;13,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2015;12,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/05/2015;12,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2015;12,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2015;12,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2015;12,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2015;13,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2015;13,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2015;13,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2015;12,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2015;11,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2015;12,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2015;12,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2015;12,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2015;12,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2015;12,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/2015;13,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/05/2015;13,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2015;12,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2015;12,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/04/2015;13,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/04/2015;14,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2015;15,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2015;14,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2015;16,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/04/2015;16,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2015;16,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/2015;16,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2015;16,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/2015;16,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2015;16,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2015;16,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2015;16,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2015;15,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2015;15,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/04/2015;17,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/2015;17,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2015;13,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2015;13,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/2015;14,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2015;14,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2015;14,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2015;15,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2015;15,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/2015;15,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2015;15,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2015;15,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2015;15,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2015;15,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/03/2015;14,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2015;14,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2015;14,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2015;14,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/03/2015;14,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/03/2015;14,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/03/2015;15,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/03/2015;16,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2015;17,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2015;18,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2015;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2015;19,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2015;19,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2015;19,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2015;18,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/02/2015;18,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2015;18,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2015;18,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2015;18,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2015;18,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/02/2015;19,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2015;17,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2015;15,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/02/2015;15,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2015;15,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/02/2015;15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2015;12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2015;13,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/02/2015;12,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2015;13,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/01/2015;13,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2015;13,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2015;13,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/01/2015;13,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2015;13,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2015;13,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2015;13,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2015;13,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2015;14,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2015;14,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/01/2015;14,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2015;14,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2015;14,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/01/2015;14,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2015;15,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2015;15,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2015;15,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2015;15,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2015;15,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2015;16,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/12/2014;17,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/12/2014;17,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/12/2014;16,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/12/2014;17,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/12/2014;17,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/12/2014;17,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/12/2014;16,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/12/2014;17,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/12/2014;17,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/12/2014;17,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/12/2014;17,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/12/2014;17,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/12/2014;17,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/12/2014;17,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/12/2014;17,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/12/2014;18,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/12/2014;18,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/12/2014;19,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/12/2014;19,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/12/2014;20,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/11/2014;21,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/11/2014;21,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/11/2014;20,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/11/2014;20,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/11/2014;21,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/11/2014;22,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/11/2014;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/11/2014;21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/11/2014;21,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/11/2014;22,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/11/2014;22,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/11/2014;22,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/11/2014;22,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/11/2014;22,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/11/2014;22,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/11/2014;22,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/11/2014;23,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/11/2014;22,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/11/2014;22,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2014;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/10/2014;22,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/10/2014;22,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/10/2014;22,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/10/2014;20,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/10/2014;19,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/10/2014;18,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/10/2014;18,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/10/2014;19,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/10/2014;20,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/10/2014;20,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/10/2014;20,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/10/2014;19,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/10/2014;20,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/10/2014;21,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/10/2014;20,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/10/2014;21,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/10/2014;22,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/10/2014;21,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/10/2014;21,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/10/2014;22,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/10/2014;21,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/10/2014;22,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2014;22,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/09/2014;22,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/09/2014;22,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/09/2014;22,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/09/2014;23,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/09/2014;23,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/09/2014;23,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/2014;24,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/09/2014;25,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/09/2014;24,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/09/2014;26,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/09/2014;25,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/09/2014;25,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/09/2014;26,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/09/2014;26,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/09/2014;27,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/09/2014;28,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2014;29,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/09/2014;29,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/09/2014;30,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/09/2014;30,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/09/2014;29,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/2014;28,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/08/2014;27,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/08/2014;28,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/08/2014;27,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/08/2014;27,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/08/2014;27,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/08/2014;27,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/08/2014;27,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/08/2014;28,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/08/2014;28,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/2014;28,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/08/2014;28,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/08/2014;28,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/08/2014;29,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/08/2014;29,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2014;29,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/08/2014;29,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/08/2014;30,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/08/2014;30,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/08/2014;30,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2014;30,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2014;30,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/07/2014;30,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2014;30,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/07/2014;30,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2014;30,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2014;30,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/07/2014;29,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2014;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/07/2014;28,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2014;27,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2014;26,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/07/2014;26,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2014;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/07/2014;28,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2014;27,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2014;27,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2014;27,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/07/2014;27,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2014;28,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2014;27,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/07/2014;27,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2014;28,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2014;28,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2014;28,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2014;28,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2014;28,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2014;29,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/06/2014;29,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2014;29,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2014;29,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2014;29,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/06/2014;29,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2014;29,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2014;30,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2014;29,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2014;29,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2014;28,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2014;27,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/2014;27,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2014;27,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/06/2014;27,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/2014;28,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2014;28,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/05/2014;28,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2014;28,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2014;29,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2014;29,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2014;29,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2014;28,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2014;29,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2014;29,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2014;30,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2014;30,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2014;30,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2014;30,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2014;30,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2014;30,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2014;29,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2014;30,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2014;30,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/2014;30,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/05/2014;31,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2014;30,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2014;30,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/04/2014;30,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2014;30,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2014;29,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2014;28,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2014;29,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2014;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/2014;28,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2014;28,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/2014;29,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2014;28,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2014;27,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2014;26,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2014;25,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2014;26,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2014;26,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2014;26,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/2014;27,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2014;27,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2014;26,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/2014;25,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2014;25,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2014;24,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2014;24,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2014;24,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/2014;25,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2014;25,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2014;24,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2014;24,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2014;24,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/03/2014;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2014;23,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2014;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2014;23,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/03/2014;23,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/03/2014;24,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/03/2014;24,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/03/2014;24,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2014;23,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2014;24,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2014;23,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2014;22,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2014;24,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2014;22,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2014;21,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2014;20,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
